QUEST_LV_0300_20150717_000095	Destrua o Soul Compactor Terminal
QUEST_LV_0300_20150717_000096	Para ajudar Svitrigaila, você vai ter que destruir o Soul Compaction Device. Você precisará reunir algumas ferramentas para ajudá-lo a destruir o Soul Compaction Device, e em seguida sua estrutura principal, antecipadamente. Primeiro de tudo, destrua o primeiro terminal.
QUEST_LV_0300_20150717_000097	Informe Svitrigaila
QUEST_LV_0300_20150717_000098	Você destruiu o terminal. E você recuperou o núcleo do terminal com sucesso. Dê o núcleo para Svitrigaila.
QUEST_LV_0300_20150717_000099	Destrua o Terminal e recupere o seu Núcleo
QUEST_LV_0300_20150717_000100
QUEST_LV_0300_20150717_000101
QUEST_LV_0300_20150717_000102
QUEST_LV_0300_20150717_000103
QUEST_LV_0300_20150717_000104
QUEST_LV_0300_20150717_000105
QUEST_LV_0300_20150717_000106
QUEST_LV_0300_20150717_000107
QUEST_LV_0300_20150717_000108
QUEST_LV_0300_20150717_000109
QUEST_LV_0300_20150717_000110
QUEST_LV_0300_20150717_000111
QUEST_LV_0300_20150717_000112
QUEST_LV_0300_20150717_000113
QUEST_LV_0300_20150717_000114
QUEST_LV_0300_20150717_000115
QUEST_LV_0300_20150717_000116
QUEST_LV_0300_20150717_000117
QUEST_LV_0300_20150717_000118
QUEST_LV_0300_20150717_000119
QUEST_LV_0300_20150729_000120
QUEST_LV_0300_20150729_000121
QUEST_LV_0300_20150729_000122
QUEST_LV_0300_20150729_000123
QUEST_LV_0300_20150729_000124
QUEST_LV_0300_20150729_000125
QUEST_LV_0300_20150729_000126
QUEST_LV_0300_20150729_000127
QUEST_LV_0300_20150729_000128
QUEST_LV_0300_20150729_000129
QUEST_LV_0300_20150729_000130
QUEST_LV_0300_20150729_000131
QUEST_LV_0300_20150729_000132
QUEST_LV_0300_20150729_000133
QUEST_LV_0300_20150729_000134
QUEST_LV_0300_20150729_000135
QUEST_LV_0300_20150729_000136
QUEST_LV_0300_20150729_000137
QUEST_LV_0300_20150729_000138
QUEST_LV_0300_20150729_000139
QUEST_LV_0300_20150729_000140
QUEST_LV_0300_20150729_000141
QUEST_LV_0300_20150729_000142
QUEST_LV_0300_20150729_000143
QUEST_LV_0300_20150729_000144
QUEST_LV_0300_20150729_000145
QUEST_LV_0300_20150729_000146
QUEST_LV_0300_20150729_000147
QUEST_LV_0300_20150729_000148
QUEST_LV_0300_20150729_000149
QUEST_LV_0300_20150729_000150
QUEST_LV_0300_20150729_000151
QUEST_LV_0300_20150729_000152
QUEST_LV_0300_20150729_000153
QUEST_LV_0300_20150729_000154
QUEST_LV_0300_20150729_000155
QUEST_LV_0300_20150729_000156
QUEST_LV_0300_20150730_000157
QUEST_LV_0300_20150730_000158
QUEST_LV_0300_20150730_000159
QUEST_LV_0300_20150730_000160
QUEST_LV_0300_20150803_000161
QUEST_LV_0300_20150803_000162
QUEST_LV_0300_20150803_000163
QUEST_LV_0300_20150803_000164
QUEST_LV_0300_20150803_000165
QUEST_LV_0300_20150803_000166
QUEST_LV_0300_20150803_000167
QUEST_LV_0300_20150803_000168
QUEST_LV_0300_20150803_000169
QUEST_LV_0300_20150803_000170
QUEST_LV_0300_20150803_000171
QUEST_LV_0300_20150803_000172
QUEST_LV_0300_20150803_000173
QUEST_LV_0300_20150803_000174
QUEST_LV_0300_20150803_000175
QUEST_LV_0300_20150803_000176
QUEST_LV_0300_20150803_000177
QUEST_LV_0300_20150803_000178
QUEST_LV_0300_20150803_000179
QUEST_LV_0300_20150803_000180
QUEST_LV_0300_20150803_000181
QUEST_LV_0300_20150803_000182
QUEST_LV_0300_20150803_000183
QUEST_LV_0300_20150803_000184
QUEST_LV_0300_20150803_000185
QUEST_LV_0300_20150803_000186
QUEST_LV_0300_20150803_000187
QUEST_LV_0300_20150803_000188
QUEST_LV_0300_20150908_000189
QUEST_LV_0300_20150908_000190
QUEST_LV_0300_20150908_000191
QUEST_LV_0300_20150908_000192
QUEST_LV_0300_20150908_000193
QUEST_LV_0300_20150908_000194
QUEST_LV_0300_20150908_000195
QUEST_LV_0300_20150908_000196
QUEST_LV_0300_20150908_000197
QUEST_LV_0300_20150908_000198
QUEST_LV_0300_20150908_000199
QUEST_LV_0300_20150908_000200
QUEST_LV_0300_20150908_000201
QUEST_LV_0300_20150908_000202
QUEST_LV_0300_20150908_000203
QUEST_LV_0300_20150908_000204
QUEST_LV_0300_20150908_000205
QUEST_LV_0300_20150908_000206
QUEST_LV_0300_20150908_000207
QUEST_LV_0300_20150908_000208
QUEST_LV_0300_20150908_000209
QUEST_LV_0300_20150908_000210
QUEST_LV_0300_20150908_000211
QUEST_LV_0300_20151001_000212
QUEST_LV_0300_20151001_000213
QUEST_LV_0300_20151001_000214
QUEST_LV_0300_20151001_000215
QUEST_LV_0300_20151001_000216
QUEST_LV_0300_20151001_000217
QUEST_LV_0300_20151001_000218
QUEST_LV_0300_20151001_000219
QUEST_LV_0300_20151001_000220
QUEST_LV_0300_20151001_000221
QUEST_LV_0300_20151001_000222
QUEST_LV_0300_20151001_000223
QUEST_LV_0300_20151001_000224
QUEST_LV_0300_20151001_000225
QUEST_LV_0300_20151001_000226
QUEST_LV_0300_20151001_000227
QUEST_LV_0300_20151001_000228
QUEST_LV_0300_20151001_000229
QUEST_LV_0300_20151001_000230
QUEST_LV_0300_20151001_000231
QUEST_LV_0300_20151001_000232
QUEST_LV_0300_20151001_000233
QUEST_LV_0300_20151001_000234
QUEST_LV_0300_20151001_000235
QUEST_LV_0300_20151001_000236
QUEST_LV_0300_20151001_000237
QUEST_LV_0300_20151001_000238
QUEST_LV_0300_20151001_000239
QUEST_LV_0300_20151001_000240
QUEST_LV_0300_20151001_000241
QUEST_LV_0300_20151001_000242
QUEST_LV_0300_20151001_000243
QUEST_LV_0300_20151001_000244
QUEST_LV_0300_20151001_000245
QUEST_LV_0300_20151001_000246
QUEST_LV_0300_20151001_000247
QUEST_LV_0300_20151001_000248
QUEST_LV_0300_20151001_000249
QUEST_LV_0300_20151001_000250
QUEST_LV_0300_20151001_000251
QUEST_LV_0300_20151001_000252
QUEST_LV_0300_20151001_000253
QUEST_LV_0300_20151001_000254
QUEST_LV_0300_20151001_000255
QUEST_LV_0300_20151001_000256
QUEST_LV_0300_20151001_000257
QUEST_LV_0300_20151001_000258
QUEST_LV_0300_20151001_000259
QUEST_LV_0300_20151001_000260
QUEST_LV_0300_20151001_000261
QUEST_LV_0300_20151001_000262
QUEST_LV_0300_20151001_000263
QUEST_LV_0300_20151001_000264
QUEST_LV_0300_20151001_000265
QUEST_LV_0300_20151001_000266
QUEST_LV_0300_20151001_000267
QUEST_LV_0300_20151001_000268
QUEST_LV_0300_20151001_000269
QUEST_LV_0300_20151001_000270
QUEST_LV_0300_20151001_000271
QUEST_LV_0300_20151001_000272
QUEST_LV_0300_20151001_000273
QUEST_LV_0300_20151001_000274
QUEST_LV_0300_20151001_000275
QUEST_LV_0300_20151001_000276
QUEST_LV_0300_20151001_000277
QUEST_LV_0300_20151001_000278
QUEST_LV_0300_20151001_000279
QUEST_LV_0300_20151001_000280
QUEST_LV_0300_20151001_000281
QUEST_LV_0300_20151001_000282
QUEST_LV_0300_20151001_000283
QUEST_LV_0300_20151001_000284
QUEST_LV_0300_20151001_000285
QUEST_LV_0300_20151001_000286
QUEST_LV_0300_20151001_000287
QUEST_LV_0300_20151001_000288
QUEST_LV_0300_20151001_000289
QUEST_LV_0300_20151001_000290
QUEST_LV_0300_20151001_000291
QUEST_LV_0300_20151001_000292
QUEST_LV_0300_20151001_000293
QUEST_LV_0300_20151001_000294
QUEST_LV_0300_20151001_000295
QUEST_LV_0300_20151001_000296
QUEST_LV_0300_20151001_000297
QUEST_LV_0300_20151001_000298
QUEST_LV_0300_20151001_000299
QUEST_LV_0300_20151001_000300
QUEST_LV_0300_20151001_000301
QUEST_LV_0300_20151001_000302
QUEST_LV_0300_20151001_000303
QUEST_LV_0300_20151001_000304
QUEST_LV_0300_20151001_000305
QUEST_LV_0300_20151001_000306
QUEST_LV_0300_20151001_000307
QUEST_LV_0300_20151001_000308
QUEST_LV_0300_20151001_000309
QUEST_LV_0300_20151001_000310
QUEST_LV_0300_20151001_000311
QUEST_LV_0300_20151001_000312
QUEST_LV_0300_20151001_000313
QUEST_LV_0300_20151001_000314
QUEST_LV_0300_20151001_000315
QUEST_LV_0300_20151001_000316
QUEST_LV_0300_20151001_000317
QUEST_LV_0300_20151001_000318
QUEST_LV_0300_20151001_000319
QUEST_LV_0300_20151001_000320
QUEST_LV_0300_20151001_000321
QUEST_LV_0300_20151001_000322
QUEST_LV_0300_20151001_000323
QUEST_LV_0300_20151001_000324
QUEST_LV_0300_20151001_000325
QUEST_LV_0300_20151001_000326
QUEST_LV_0300_20151001_000327
QUEST_LV_0300_20151001_000328
QUEST_LV_0300_20151001_000329
QUEST_LV_0300_20151001_000330
QUEST_LV_0300_20151001_000331
QUEST_LV_0300_20151001_000332
QUEST_LV_0300_20151001_000333
QUEST_LV_0300_20151001_000334
QUEST_LV_0300_20151001_000335
QUEST_LV_0300_20151001_000336
QUEST_LV_0300_20151001_000337
QUEST_LV_0300_20151001_000338
QUEST_LV_0300_20151001_000339
QUEST_LV_0300_20151001_000340
QUEST_LV_0300_20151001_000341
QUEST_LV_0300_20151001_000342
QUEST_LV_0300_20151001_000343
QUEST_LV_0300_20151001_000344
QUEST_LV_0300_20151001_000345
QUEST_LV_0300_20151001_000346
QUEST_LV_0300_20151001_000347
QUEST_LV_0300_20151001_000348
QUEST_LV_0300_20151001_000349
QUEST_LV_0300_20151001_000350
QUEST_LV_0300_20151001_000351
QUEST_LV_0300_20151001_000352
QUEST_LV_0300_20151001_000353
QUEST_LV_0300_20151001_000354
QUEST_LV_0300_20151001_000355
QUEST_LV_0300_20151001_000356
QUEST_LV_0300_20151001_000357
QUEST_LV_0300_20151001_000358
QUEST_LV_0300_20151001_000359
QUEST_LV_0300_20151001_000360
QUEST_LV_0300_20151001_000361
QUEST_LV_0300_20151001_000362
QUEST_LV_0300_20151001_000363
QUEST_LV_0300_20151001_000364
QUEST_LV_0300_20151001_000365
QUEST_LV_0300_20151001_000366
QUEST_LV_0300_20151001_000367
QUEST_LV_0300_20151001_000368
QUEST_LV_0300_20151001_000369
QUEST_LV_0300_20151001_000370
QUEST_LV_0300_20151001_000371
QUEST_LV_0300_20151001_000372
QUEST_LV_0300_20151001_000373
QUEST_LV_0300_20151001_000374
QUEST_LV_0300_20151001_000375
QUEST_LV_0300_20151001_000376
QUEST_LV_0300_20151001_000377
QUEST_LV_0300_20151001_000378
QUEST_LV_0300_20151001_000379
QUEST_LV_0300_20151001_000380
QUEST_LV_0300_20151001_000381
QUEST_LV_0300_20151001_000382
QUEST_LV_0300_20151001_000383
QUEST_LV_0300_20151001_000384
QUEST_LV_0300_20151001_000385
QUEST_LV_0300_20151001_000386
QUEST_LV_0300_20151001_000387
QUEST_LV_0300_20151001_000388
QUEST_LV_0300_20151001_000389
QUEST_LV_0300_20151001_000390
QUEST_LV_0300_20151001_000391
QUEST_LV_0300_20151001_000392
QUEST_LV_0300_20151001_000393
QUEST_LV_0300_20151001_000394
QUEST_LV_0300_20151001_000395
QUEST_LV_0300_20151001_000396
QUEST_LV_0300_20151001_000397
QUEST_LV_0300_20151001_000398
QUEST_LV_0300_20151001_000399
QUEST_LV_0300_20151001_000400
QUEST_LV_0300_20151001_000401
QUEST_LV_0300_20151001_000402
QUEST_LV_0300_20151001_000403
QUEST_LV_0300_20151001_000404
QUEST_LV_0300_20151001_000405
QUEST_LV_0300_20151001_000406
QUEST_LV_0300_20151001_000407
QUEST_LV_0300_20151001_000408
QUEST_LV_0300_20151001_000409
QUEST_LV_0300_20151001_000410
QUEST_LV_0300_20151001_000411
QUEST_LV_0300_20151001_000412
QUEST_LV_0300_20151001_000413
QUEST_LV_0300_20151001_000414
QUEST_LV_0300_20151001_000415
QUEST_LV_0300_20151001_000416
QUEST_LV_0300_20151001_000417
QUEST_LV_0300_20151001_000418
QUEST_LV_0300_20151001_000419
QUEST_LV_0300_20151001_000420
QUEST_LV_0300_20151001_000421
QUEST_LV_0300_20151001_000422
QUEST_LV_0300_20151001_000423
QUEST_LV_0300_20151001_000424
QUEST_LV_0300_20151001_000425
QUEST_LV_0300_20151001_000426
QUEST_LV_0300_20151001_000427
QUEST_LV_0300_20151001_000428
QUEST_LV_0300_20151001_000429
QUEST_LV_0300_20151001_000430
QUEST_LV_0300_20151001_000431
QUEST_LV_0300_20151001_000432
QUEST_LV_0300_20151001_000433
QUEST_LV_0300_20151001_000434
QUEST_LV_0300_20151001_000435
QUEST_LV_0300_20151001_000436
QUEST_LV_0300_20151001_000437
QUEST_LV_0300_20151001_000438
QUEST_LV_0300_20151001_000439
QUEST_LV_0300_20151001_000440
QUEST_LV_0300_20151001_000441
QUEST_LV_0300_20151001_000442
QUEST_LV_0300_20151001_000443
QUEST_LV_0300_20151001_000444
QUEST_LV_0300_20151001_000445
QUEST_LV_0300_20151001_000446
QUEST_LV_0300_20151016_000447
QUEST_LV_0300_20151016_000448
QUEST_LV_0300_20151016_000449
QUEST_LV_0300_20151016_000450
QUEST_LV_0300_20151016_000451
QUEST_LV_0300_20151016_000452
QUEST_LV_0300_20151016_000453
QUEST_LV_0300_20151016_000454
QUEST_LV_0300_20151016_000455
QUEST_LV_0300_20151016_000456
QUEST_LV_0300_20151016_000457
QUEST_LV_0300_20151016_000458
QUEST_LV_0300_20151016_000459
QUEST_LV_0300_20151022_000460
QUEST_LV_0300_20151022_000461
QUEST_LV_0300_20151022_000462
QUEST_LV_0300_20151022_000463
QUEST_LV_0300_20151022_000464
QUEST_LV_0300_20151022_000465
QUEST_LV_0300_20151022_000466
QUEST_LV_0300_20151022_000467
QUEST_LV_0300_20151022_000468
QUEST_LV_0300_20151022_000469
QUEST_LV_0300_20151022_000470
QUEST_LV_0300_20151022_000471
QUEST_LV_0300_20151022_000472
QUEST_LV_0300_20151022_000473
QUEST_LV_0300_20151022_000474
QUEST_LV_0300_20151022_000475
QUEST_LV_0300_20151022_000476
QUEST_LV_0300_20151022_000477
QUEST_LV_0300_20151022_000478
QUEST_LV_0300_20151022_000479
QUEST_LV_0300_20151022_000480
QUEST_LV_0300_20151022_000481
QUEST_LV_0300_20151022_000482
QUEST_LV_0300_20151022_000483
QUEST_LV_0300_20151022_000484
QUEST_LV_0300_20151022_000485
QUEST_LV_0300_20151022_000486
QUEST_LV_0300_20151022_000487
QUEST_LV_0300_20151022_000488
QUEST_LV_0300_20151022_000489
QUEST_LV_0300_20151022_000490
QUEST_LV_0300_20151022_000491
QUEST_LV_0300_20151022_000492
QUEST_LV_0300_20151022_000493
QUEST_LV_0300_20151022_000494
QUEST_LV_0300_20151022_000495
QUEST_LV_0300_20151022_000496
QUEST_LV_0300_20151022_000497
QUEST_LV_0300_20151022_000498
QUEST_LV_0300_20151022_000499
QUEST_LV_0300_20151022_000500
QUEST_LV_0300_20151022_000501
QUEST_LV_0300_20151022_000502
QUEST_LV_0300_20151022_000503
QUEST_LV_0300_20151022_000504
QUEST_LV_0300_20151022_000505
QUEST_LV_0300_20151022_000506
QUEST_LV_0300_20151022_000507
QUEST_LV_0300_20151022_000508
QUEST_LV_0300_20151022_000509
QUEST_LV_0300_20151022_000510
QUEST_LV_0300_20151022_000511
QUEST_LV_0300_20151022_000512
QUEST_LV_0300_20151022_000513
QUEST_LV_0300_20151022_000514
QUEST_LV_0300_20151022_000515
QUEST_LV_0300_20151022_000516
QUEST_LV_0300_20151022_000517
QUEST_LV_0300_20151022_000518
QUEST_LV_0300_20151022_000519
QUEST_LV_0300_20151022_000520
QUEST_LV_0300_20151022_000521
QUEST_LV_0300_20151022_000522
QUEST_LV_0300_20151022_000523
QUEST_LV_0300_20151022_000524
QUEST_LV_0300_20151022_000525
QUEST_LV_0300_20151022_000526
QUEST_LV_0300_20151022_000527
QUEST_LV_0300_20151022_000528
QUEST_LV_0300_20151022_000529
QUEST_LV_0300_20151022_000530
QUEST_LV_0300_20151022_000531
QUEST_LV_0300_20151022_000532
QUEST_LV_0300_20151022_000533
QUEST_LV_0300_20151022_000534
QUEST_LV_0300_20151022_000535
QUEST_LV_0300_20151022_000536
QUEST_LV_0300_20151022_000537
QUEST_LV_0300_20151022_000538
QUEST_LV_0300_20151022_000539
QUEST_LV_0300_20151022_000540
QUEST_LV_0300_20151022_000541
QUEST_LV_0300_20151022_000542
QUEST_LV_0300_20151022_000543
QUEST_LV_0300_20151022_000544
QUEST_LV_0300_20151022_000545
QUEST_LV_0300_20151022_000546
QUEST_LV_0300_20151022_000547
QUEST_LV_0300_20151022_000548
QUEST_LV_0300_20151022_000549
QUEST_LV_0300_20151022_000550
QUEST_LV_0300_20151022_000551
QUEST_LV_0300_20151022_000552
QUEST_LV_0300_20151022_000553
QUEST_LV_0300_20151022_000554
QUEST_LV_0300_20151022_000555
QUEST_LV_0300_20151022_000556
QUEST_LV_0300_20151022_000557
QUEST_LV_0300_20151022_000558
QUEST_LV_0300_20151022_000559
QUEST_LV_0300_20151022_000560
QUEST_LV_0300_20151022_000561
QUEST_LV_0300_20151022_000562
QUEST_LV_0300_20151022_000563
QUEST_LV_0300_20151022_000564
QUEST_LV_0300_20151022_000565
QUEST_LV_0300_20151022_000566
QUEST_LV_0300_20151022_000567
QUEST_LV_0300_20151022_000568
QUEST_LV_0300_20151022_000569
QUEST_LV_0300_20151022_000570
QUEST_LV_0300_20151022_000571
QUEST_LV_0300_20151022_000572
QUEST_LV_0300_20151022_000573
QUEST_LV_0300_20151022_000574
QUEST_LV_0300_20151022_000575
QUEST_LV_0300_20151022_000576
QUEST_LV_0300_20151022_000577
QUEST_LV_0300_20151022_000578
QUEST_LV_0300_20151022_000579
QUEST_LV_0300_20151022_000580
QUEST_LV_0300_20151022_000581
QUEST_LV_0300_20151022_000582
QUEST_LV_0300_20151022_000583
QUEST_LV_0300_20151022_000584
QUEST_LV_0300_20151022_000585
QUEST_LV_0300_20151022_000586
QUEST_LV_0300_20151022_000587
QUEST_LV_0300_20151022_000588
QUEST_LV_0300_20151022_000589
QUEST_LV_0300_20151022_000590
QUEST_LV_0300_20151022_000591
QUEST_LV_0300_20151022_000592
QUEST_LV_0300_20151022_000593
QUEST_LV_0300_20151022_000594
QUEST_LV_0300_20151022_000595
QUEST_LV_0300_20151022_000596
QUEST_LV_0300_20151022_000597
QUEST_LV_0300_20151022_000598
QUEST_LV_0300_20151022_000599
QUEST_LV_0300_20151022_000600
